"MWS_SAW_BATCH_ID";"AGE_INDEX";"MWS_EQP_ID";"MWS_LOT_ID_LIST";"INGOT_SEGMENT_COUNT";"MAX_POS_IN_SAWINGBATCH";"MAX_DEFLECTION";"MWS_RECIPE_ID";"MWS_CUT_NUMBER";"WIRE_GUIDE_ROLLER_RUN_COUNT";"MWS_CUT_DONE_TIMESTAMP";"MWS_BOW_PLATE_ALLOWED";"MWS_BOW_PROFILE_ACTIVE";"MWS_CUT_INTERRUPTED";"MWS_WIRE_BREAK";"SPC_ALARM";"WIRE_GUIDE_ROLLER_CHANGED";"COMPLETE_CUT";"WAFER_LIST"
"MWS327276";20.0;"LW_34";"M791W";1.0;393.0;34.0;"15.0C-B34";5213.0;88.0;"2019-02-04 02:10:132";"Y";"N";"N";"N";"N";"N";"Y";"BW0822502060,BW0822502059,BW0822502058,BW0822502057,BW0822502056,BW0822502055,BW0822502054,BW0822502053,BW0822502052,BW0822502051,BW0822502050,BW0822502049,BW0822500864,BW0822500863,BW0822500862,BW0822500855,BW0822500854,BW0822500853"
"MWS327139";21.0;"LW_34";"M77TH";1.0;391.0;34.0;"15.0C-B34";5212.0;87.0;"2019-02-03 10:18:683";"Y";"N";"N";"N";"N";"N";"Y";"BW0822496712,BW0822496711,BW0822496710,BW0822496709,BW0822496708,BW0822496707,BW0822496706,BW0822496705,BW0822496704,BW0822496703,BW0822496702,BW0822496701,BW0822496700,BW0822496135,BW0822496134,BW0822496133,BW0822496126,BW0822496125,BW0822496124"
"MWS326555";22.0;"LW_34";"M77JJ;M76LU";2.0;363.0;34.0;"15.0C-B34";5211.0;86.0;"2019-02-02 18:03:566";"Y";"N";"N";"N";"N";"N";"Y";"BW0822491446,BW0822491445,BW0822491444,BW0822491443,BW0822491442,BW0822491441,BW0822491440,BW0822491439,BW0822491438,BW0822491437,BW0822491436,BW0822491434,BW0822491054,BW0822491053,BW0822491052,BW0822491022,BW0822491021,BW0822491020,BW0822491019,BW0822491018,BW0822491017,BW0822491015,BW0822491014,BW0822491013"
"MWS326352";23.0;"LW_34";"M77HJ;M77HM";2.0;367.0;34.0;"15.0C-B34";5210.0;85.0;"2019-02-02 02:18:178";"Y";"N";"N";"N";"N";"N";"Y";"BW0822486037,BW0822486036,BW0822486035,BW0822486034,BW0822486033,BW0822486032,BW0822486031,BW0822486030,BW0822486025,BW0822485741,BW0822485740,BW0822485739,BW0822485730,BW0822485729,BW0822485727,BW0822485726,BW0822485725,BW0822485724,BW0822485723,BW0822485718,BW0822485582,BW0822485581,BW0822485580,BW0822485728"
"MWS326410";24.0;"LW_34";"M77LJ";1.0;373.0;34.0;"15.0C-B34";5209.0;84.0;"2019-02-01 10:35:295";"Y";"N";"N";"N";"N";"N";"Y";"BW0822482408,BW0822482407,BW0822482406,BW0822482405,BW0822482404,BW0822482403,BW0822482402,BW0822482401,BW0822482400,BW0822482399,BW0822482398,BW0822482397,BW0822482396,BW0822481917,BW0822481916,BW0822481915,BW0822481908,BW0822481907,BW0822481906"
"MWS327022";25.0;"LW_34";"M77FN";1.0;366.0;34.0;"15.0C-B34";5208.0;83.0;"2019-01-31 18:19:944";"Y";"N";"N";"N";"N";"N";"Y";"BW0822476888,BW0822476887,BW0822476886,BW0822476885,BW0822476884,BW0822476883,BW0822476882,BW0822476881,BW0822476880,BW0822476879,BW0822476878,BW0822476877,BW0822476404,BW0822476403,BW0822476402,BW0822476395,BW0822476394,BW0822476393"
"MWS326919";26.0;"LW_34";"M77UL";1.0;390.0;34.0;"15.0C-B34";5207.0;82.0;"2019-01-31 02:38:991";"Y";"N";"N";"N";"N";"N";"Y";"BW0822472155,BW0822472154,BW0822472153,BW0822472152,BW0822472151,BW0822472150,BW0822472149,BW0822472148,BW0822472147,BW0822472146,BW0822472145,BW0822472144,BW0822472143,BW0822471595,BW0822471594,BW0822471593,BW0822471586,BW0822471585,BW0822471584"
"MWS326859";27.0;"LW_34";"M77WC";1.0;384.0;34.0;"15.0C-B34";5206.0;81.0;"2019-01-30 03:01:550";"Y";"Y";"N";"N";"N";"N";"Y";"BW0822463889,BW0822463888,BW0822463887,BW0822464323,BW0822464322,BW0822464321,BW0822464320,BW0822464319,BW0822464318,BW0822464317,BW0822464316,BW0822464315,BW0822464314,BW0822464313,BW0822464312,BW0822464311,BW0822463898,BW0822463897,BW0822463896"
"MWS326684";28.0;"LW_34";"M77PW";1.0;291.0;34.0;"15.0C-B34";5205.0;80.0;"2019-01-29 10:24:479";"Y";"Y";"N";"N";"N";"N";"Y";"BW0822459772,BW0822459781,BW0822459780,BW0822459779,BW0822459778,BW0822459777,BW0822459776,BW0822459775,BW0822459774,BW0822459773,BW0822459770,BW0822459769,BW0822459301,BW0822459300,BW0822459299,BW0822459771"
"MWS326683";29.0;"LW_34";"M77PT";1.0;297.0;34.0;"15.0C-B34";5204.0;79.0;"2019-01-28 18:43:492";"Y";"Y";"N";"N";"N";"N";"Y";"BW0822454758,BW0822454761,BW0822454760,BW0822454759,BW0822454757,BW0822454756,BW0822454754,BW0822454755,BW0822454753,BW0822454752,BW0822454751,BW0822454750,BW0822454749,BW0822454234,BW0822454233,BW0822454232"
"MWS326688";30.0;"LW_34";"M77HA;M773U";2.0;388.0;34.0;"15.0C-B34";5203.0;78.0;"2019-01-28 02:46:282";"Y";"Y";"N";"N";"N";"N";"Y";"BW0822450496,BW0822450499,BW0822450498,BW0822450497,BW0822450492,BW0822450495,BW0822450494,BW0822450493,BW0822450491,BW0822450490,BW0822450487,BW0822450162,BW0822450164,BW0822450163,BW0822450137,BW0822450141,BW0822450140,BW0822450139,BW0822450138,BW0822450142,BW0822450136,BW0822450130,BW0822450020,BW0822450019,BW0822450018"
"MWS326347";31.0;"LW_34";"M77HG;M76ZK";2.0;378.0;34.0;"15.0C-B34";5202.0;77.0;"2019-01-27 11:07:55";"Y";"Y";"N";"N";"N";"N";"Y";"BW0822446027,BW0822446028,BW0822446026,BW0822446022,BW0822446025,BW0822446024,BW0822446023,BW0822446021,BW0822446020,BW0822446019,BW0822446018,BW0822446016,BW0822445665,BW0822445667,BW0822445666,BW0822445647,BW0822445649,BW0822445648,BW0822445650,BW0822445646,BW0822445645,BW0822445643,BW0822445642,BW0822445641"
"MWS328133";1.0;"LW_22";"M79HT";1.0;393.0;40.0;"12.9TEMP22-ABOW";9785.0;65.0;"2019-02-17 18:14:450";"N";"Y";"N";"N";"N";"N";"Y";"BW0822601960,BW0822601959,BW0822601958,BW0822601957,BW0822601956,BW0822601955,BW0822601954,BW0822601953,BW0822601952,BW0822601951,BW0822601950,BW0822601949,BW0822601948,BW0822601405,BW0822601404,BW0822601403,BW0822601396,BW0822601395,BW0822601394"
"MWS328331";2.0;"LW_22";"M79QA;M79KQ";2.0;380.0;40.0;"12.9TEMP22-ABOW";9784.0;64.0;"2019-02-17 04:43:966";"N";"Y";"N";"N";"N";"N";"Y";"BW0822597205,BW0822597204,BW0822597203,BW0822597202,BW0822597201,BW0822597200,BW0822597199,BW0822597198,BW0822597197,BW0822597196,BW0822597195,BW0822597194,BW0822597193,BW0822596748,BW0822596747,BW0822596746,BW0822596715,BW0822596714,BW0822596713,BW0822596722,BW0822596721,BW0822596720,BW0822596719,BW0822596718"
"MWS328226";3.0;"LW_22";"M79QR";1.0;385.0;40.0;"12.9TEMP22-ABOW";9783.0;63.0;"2019-02-16 14:14:189";"N";"Y";"N";"N";"N";"N";"Y";"BW0822592452,BW0822592451,BW0822592450,BW0822592449,BW0822592448,BW0822592447,BW0822592446,BW0822592445,BW0822592444,BW0822592443,BW0822592442,BW0822592441,BW0822592440,BW0822591918,BW0822591917,BW0822591916,BW0822591909,BW0822591908,BW0822591907"
"MWS328011";4.0;"LW_22";"M79HA";1.0;390.0;40.0;"12.9TEMP22-ABOW";9782.0;62.0;"2019-02-15 23:47:465";"N";"Y";"N";"N";"N";"N";"Y";"BW0822587495,BW0822587494,BW0822587493,BW0822587492,BW0822587491,BW0822587490,BW0822587489,BW0822587488,BW0822587487,BW0822587486,BW0822587485,BW0822587484,BW0822587483,BW0822586985,BW0822586984,BW0822586983,BW0822586976,BW0822586975,BW0822586974"
"MWS328222";5.0;"LW_22";"M79QN";1.0;391.0;40.0;"12.9TEMP22-ABOW";9781.0;61.0;"2019-02-15 09:33:422";"N";"Y";"N";"N";"N";"N";"Y";"BW0822582814,BW0822582813,BW0822582812,BW0822582811,BW0822582810,BW0822582809,BW0822582808,BW0822582807,BW0822582806,BW0822582805,BW0822582804,BW0822582803,BW0822582802,BW0822582447,BW0822582446,BW0822582445,BW0822582438,BW0822582437,BW0822582436"
"MWS328157";6.0;"LW_22";"M79NK";1.0;393.0;40.0;"12.9TEMP22-ABOW";9780.0;60.0;"2019-02-14 16:16:788";"N";"Y";"N";"N";"N";"N";"Y";"BW0822577666,BW0822577665,BW0822577664,BW0822577663,BW0822577662,BW0822577661,BW0822577660,BW0822577659,BW0822577658,BW0822577657,BW0822577656,BW0822577655,BW0822577654,BW0822577146,BW0822577145,BW0822577144,BW0822577137,BW0822577136,BW0822577135"
"MWS327937";7.0;"LW_22";"M79CK;M79CL";2.0;387.0;40.0;"12.9TEMP22-ABOW";9779.0;59.0;"2019-02-13 23:00:644";"N";"Y";"N";"N";"N";"N";"Y";"BW0822573095,BW0822573094,BW0822573093,BW0822573092,BW0822573091,BW0822573090,BW0822573089,BW0822573088,BW0822573087,BW0822573086,BW0822573085,BW0822573084,BW0822573083,BW0822572652,BW0822572651,BW0822572650,BW0822572625,BW0822572624,BW0822572623,BW0822572622,BW0822572621,BW0822572619,BW0822572618,BW0822572617,BW0822572626"
"MWS328082";8.0;"LW_22";"M79MP";1.0;391.0;40.0;"12.9TEMP22-ABOW";9778.0;58.0;"2019-02-13 09:12:921";"N";"Y";"N";"N";"N";"N";"Y";"BW0822568433,BW0822568432,BW0822568431,BW0822568430,BW0822568429,BW0822568428,BW0822568427,BW0822568426,BW0822568425,BW0822568424,BW0822568423,BW0822568422,BW0822568421,BW0822567978,BW0822567977,BW0822567976,BW0822567969,BW0822567968,BW0822567967"
"MWS327884";9.0;"LW_22";"M793L";1.0;279.0;40.0;"12.9TEMP22-ABOW";9777.0;57.0;"2019-02-12 16:35:37";"N";"Y";"N";"N";"N";"N";"Y";"BW0822563352,BW0822563351,BW0822563350,BW0822563349,BW0822563348,BW0822563347,BW0822563346,BW0822563345,BW0822563344,BW0822563343,BW0822563342,BW0822563340,BW0822562955,BW0822562954,BW0822562953"
"MWS327832";10.0;"LW_22";"M779C;M777R;M776N";3.0;306.0;40.0;"12.9TEMP22-ABOW";9776.0;56.0;"2019-02-12 02:13:05";"N";"Y";"N";"N";"N";"N";"Y";"BW0822560110,BW0822560109,BW0822560108,BW0822560107,BW0822560106,BW0822560105,BW0822560103,BW0822560102,BW0822560101,BW0822559940,BW0822559939,BW0822559938,BW0822559937,BW0822559936,BW0822559935,BW0822559933,BW0822559932,BW0822559931,BW0822559769,BW0822559768,BW0822559767,BW0822559766,BW0822559765,BW0822559764,BW0822559762,BW0822559761,BW0822559760"
"MWS327538";11.0;"LW_22";"M79CH";1.0;383.0;40.0;"12.9TEMP22-ABOW";9775.0;55.0;"2019-02-11 12:25:349";"N";"Y";"N";"N";"N";"N";"Y";"BW0822555800,BW0822555799,BW0822555798,BW0822555797,BW0822555796,BW0822555795,BW0822555794,BW0822555793,BW0822555792,BW0822555791,BW0822555790,BW0822555789,BW0822555788,BW0822555278,BW0822555277,BW0822555276,BW0822555269,BW0822555268,BW0822555267"
"MWS325964";12.0;"LW_22";"M774M";1.0;388.0;40.0;"12.9TEMP22-ABOW";9774.0;54.0;"2019-02-10 21:53:225";"N";"Y";"N";"N";"N";"N";"Y";"BW0822551926,BW0822551925,BW0822551924,BW0822551923,BW0822551922,BW0822551921,BW0822551920,BW0822551919,BW0822551918,BW0822551917,BW0822551916,BW0822551915,BW0822551914,BW0822551487,BW0822551486,BW0822551485,BW0822551478,BW0822551477,BW0822551476"
"MWS327936";13.0;"LW_22";"M79FU";1.0;389.0;40.0;"12.9TEMP22-ABOW";9773.0;53.0;"2019-02-10 08:15:586";"N";"Y";"N";"N";"N";"N";"Y";"BW0822547383,BW0822547382,BW0822547381,BW0822547380,BW0822547379,BW0822547378,BW0822547377,BW0822547376,BW0822547375,BW0822547374,BW0822547373,BW0822547372,BW0822547371,BW0822546863,BW0822546862,BW0822546861,BW0822546854,BW0822546853,BW0822546852"
"MWS327751";14.0;"LW_22";"M79EP;M79EN";2.0;348.0;40.0;"12.9TEMP22-ABOW";9772.0;52.0;"2019-02-09 14:28:308";"N";"Y";"N";"N";"N";"N";"Y";"BW0822542028,BW0822542024,BW0822541688,BW0822541687,BW0822541686,BW0822542036,BW0822542035,BW0822542034,BW0822542033,BW0822542032,BW0822542031,BW0822542030,BW0822542029,BW0822541640,BW0822541639,BW0822541638,BW0822541637,BW0822541636,BW0822541635,BW0822541633,BW0822541632,BW0822541631"
"MWS326751";15.0;"LW_22";"M779L;M779M;M776E";3.0;319.0;40.0;"12.9TEMP22-ABOW";9771.0;51.0;"2019-02-09 00:31:571";"N";"Y";"N";"N";"N";"N";"Y";"BW0822537435,BW0822537434,BW0822537433,BW0822537432,BW0822537431,BW0822537430,BW0822537429,BW0822537428,BW0822537427,BW0822537265,BW0822537264,BW0822537263,BW0822537262,BW0822537261,BW0822537260,BW0822537258,BW0822537257,BW0822537256,BW0822537168,BW0822537167,BW0822537166,BW0822537165,BW0822537164,BW0822537163,BW0822537161,BW0822537160,BW0822537159"
"MWS327625";16.0;"LW_22";"M79BU;M79BT";2.0;357.0;40.0;"12.9TEMP22-ABOW";9770.0;50.0;"2019-02-08 10:55:544";"N";"Y";"N";"N";"N";"N";"Y";"BW0822533240,BW0822533239,BW0822533238,BW0822533237,BW0822533236,BW0822533235,BW0822533234,BW0822533233,BW0822533232,BW0822533228,BW0822532884,BW0822532883,BW0822532882,BW0822532867,BW0822532866,BW0822532865,BW0822532864,BW0822532863,BW0822532862,BW0822532861,BW0822532860,BW0822532859,BW0822532858"
"MWS327556";17.0;"LW_22";"M775F;M799H";2.0;326.0;40.0;"12.9TEMP22-ABOW";9769.0;49.0;"2019-02-07 17:00:510";"N";"Y";"N";"N";"N";"N";"Y";"BW0822527895,BW0822527894,BW0822527893,BW0822527892,BW0822527891,BW0822527890,BW0822527889,BW0822527888,BW0822527883,BW0822527596,BW0822527595,BW0822527594,BW0822527570,BW0822527569,BW0822527568,BW0822527567,BW0822527566,BW0822527565,BW0822527564,BW0822527563,BW0822527562,BW0822527561"
"MWS327366";18.0;"LW_22";"M77RT;M790K";2.0;390.0;40.0;"12.9TEMP22-ABOW";9768.0;48.0;"2019-02-07 01:00:176";"N";"Y";"N";"N";"N";"N";"Y";"BW0822523424,BW0822523423,BW0822523422,BW0822523421,BW0822523420,BW0822523419,BW0822523418,BW0822523417,BW0822523412,BW0822523119,BW0822523118,BW0822523117,BW0822523093,BW0822523092,BW0822523091,BW0822523090,BW0822523089,BW0822523088,BW0822523087,BW0822523086,BW0822523085,BW0822523081,BW0822522722,BW0822522721,BW0822522720"
"MWS327398";19.0;"LW_22";"M794J;M794H";2.0;379.0;40.0;"12.9TEMP22-ABOW";9767.0;47.0;"2019-02-06 10:57:792";"N";"Y";"N";"N";"N";"N";"Y";"BW0822518197,BW0822518196,BW0822518195,BW0822518194,BW0822518193,BW0822518192,BW0822518191,BW0822518190,BW0822518189,BW0822518188,BW0822518187,BW0822518185,BW0822517767,BW0822517766,BW0822517765,BW0822517741,BW0822517740,BW0822517739,BW0822517738,BW0822517737,BW0822517736,BW0822517734,BW0822517733,BW0822517732"
"MWS327095";20.0;"LW_22";"M76XM;M76XF";2.0;369.0;40.0;"12.9TEMP22-ABOW";9766.0;46.0;"2019-02-05 14:32:911";"N";"Y";"N";"N";"N";"N";"Y";"BW0822512901,BW0822512900,BW0822512899,BW0822512898,BW0822512897,BW0822512896,BW0822512895,BW0822512894,BW0822512889,BW0822512584,BW0822512583,BW0822512582,BW0822512573,BW0822512572,BW0822512571,BW0822512570,BW0822512569,BW0822512568,BW0822512567,BW0822512566,BW0822512561,BW0822512255,BW0822512254,BW0822512253"
"MWS327235";21.0;"LW_22";"M793P";1.0;345.0;40.0;"12.9TEMP22-ABOW";9765.0;45.0;"2019-02-04 21:58:758";"N";"Y";"N";"N";"N";"N";"Y";"BW0822507774,BW0822507773,BW0822507772,BW0822507771,BW0822507770,BW0822507769,BW0822507768,BW0822507767,BW0822507766,BW0822507765,BW0822507764,BW0822507763,BW0822507762,BW0822507180,BW0822507179,BW0822507171,BW0822507170,BW0822507169"
"MWS327277";22.0;"LW_22";"M792B";1.0;391.0;40.0;"12.9TEMP22-ABOW";9764.0;44.0;"2019-02-04 07:48:788";"N";"Y";"N";"N";"N";"N";"Y";"BW0822502809,BW0822502808,BW0822502807,BW0822502806,BW0822502805,BW0822502804,BW0822502803,BW0822502802,BW0822502801,BW0822502800,BW0822502799,BW0822502352,BW0822502351,BW0822502350,BW0822502349,BW0822502348,BW0822502343,BW0822502342,BW0822502341"
"MWS327110";23.0;"LW_22";"M77TN";1.0;349.0;40.0;"12.9TEMP22-ABOW";9763.0;43.0;"2019-02-03 17:38:654";"N";"Y";"N";"N";"N";"N";"Y";"BW0822498626,BW0822498625,BW0822498624,BW0822498623,BW0822498622,BW0822498621,BW0822498620,BW0822498619,BW0822498618,BW0822498617,BW0822498616,BW0822498615,BW0822498614,BW0822498088,BW0822498087,BW0822498079,BW0822498078,BW0822498077"
"MWS326955";24.0;"LW_22";"M77YY";1.0;393.0;40.0;"12.9TEMP22-ABOW";9762.0;42.0;"2019-02-03 03:28:491";"N";"Y";"N";"N";"N";"N";"Y";"BW0822494091,BW0822494090,BW0822494089,BW0822494088,BW0822494087,BW0822494086,BW0822494085,BW0822494084,BW0822494083,BW0822494082,BW0822494081,BW0822494080,BW0822494079,BW0822493504,BW0822493503,BW0822493502,BW0822493495,BW0822493494,BW0822493493"
"MWS326667";25.0;"LW_22";"M77NQ";1.0;393.0;40.0;"12.9TEMP22-ABOW";9761.0;41.0;"2019-02-02 13:58:150";"N";"Y";"N";"N";"N";"N";"Y";"BW0822489677,BW0822489676,BW0822489675,BW0822489674,BW0822489672,BW0822489671,BW0822489670,BW0822489669,BW0822489668,BW0822489667,BW0822489666,BW0822489665,BW0822489225,BW0822489224,BW0822489223,BW0822489216,BW0822489215,BW0822489214,BW0822489673"
"MWS326337";26.0;"LW_22";"M76ZL;M77HN";2.0;383.0;40.0;"12.9TEMP22-ABOW";9760.0;40.0;"2019-02-01 23:46:643";"N";"Y";"N";"N";"N";"N";"Y";"BW0822485570,BW0822485569,BW0822485568,BW0822485567,BW0822485566,BW0822485565,BW0822485564,BW0822485563,BW0822485562,BW0822485558,BW0822485388,BW0822485387,BW0822485386,BW0822485377,BW0822485376,BW0822485375,BW0822485374,BW0822485373,BW0822485372,BW0822485371,BW0822485365,BW0822485189,BW0822485188,BW0822485187"
"MWS326882";27.0;"LW_22";"M77NN";1.0;393.0;40.0;"12.9TEMP22-ABOW";9759.0;39.0;"2019-02-01 10:11:806";"N";"Y";"N";"N";"N";"N";"Y";"BW0822481776,BW0822481775,BW0822481774,BW0822481773,BW0822481772,BW0822481771,BW0822481770,BW0822481769,BW0822481768,BW0822481767,BW0822481766,BW0822481765,BW0822481764,BW0822481259,BW0822481258,BW0822481257,BW0822481250,BW0822481249,BW0822481248"
"MWS326747";28.0;"LW_22";"M77QC";1.0;391.0;40.0;"12.9TEMP22-ABOW";9758.0;38.0;"2019-01-31 20:05:332";"N";"Y";"N";"N";"N";"N";"Y";"BW0822477652,BW0822477651,BW0822477650,BW0822477649,BW0822477648,BW0822477647,BW0822477646,BW0822477645,BW0822477644,BW0822477643,BW0822477642,BW0822477641,BW0822477640,BW0822477075,BW0822477074,BW0822477073,BW0822477066,BW0822477065,BW0822477064"
"MWS326860";29.0;"LW_22";"M77WB";1.0;366.0;40.0;"12.9TEMP22-ABOW";9757.0;37.0;"2019-01-31 05:39:637";"N";"Y";"N";"N";"N";"N";"Y";"BW0822473252,BW0822473251,BW0822473249,BW0822473248,BW0822473247,BW0822473246,BW0822473245,BW0822473244,BW0822473243,BW0822473242,BW0822473241,BW0822473240,BW0822472662,BW0822472661,BW0822472653,BW0822472652,BW0822472651,BW0822473250"
"MWS326957";30.0;"LW_22";"M77YP";1.0;391.0;40.0;"12.9TEMP22-ABOW";9756.0;36.0;"2019-01-30 15:32:878";"N";"Y";"N";"N";"N";"N";"Y";"BW0822468107,BW0822468106,BW0822468602,BW0822468601,BW0822468600,BW0822468599,BW0822468598,BW0822468597,BW0822468596,BW0822468595,BW0822468594,BW0822468593,BW0822468592,BW0822468591,BW0822468590,BW0822468117,BW0822468116,BW0822468115,BW0822468108"
"MWS326858";31.0;"LW_22";"M77WA";1.0;391.0;40.0;"12.9TEMP22-ABOW";9755.0;35.0;"2019-01-30 01:55:857";"N";"Y";"N";"N";"N";"N";"Y";"BW0822463736,BW0822463735,BW0822463734,BW0822463733,BW0822463732,BW0822463731,BW0822463730,BW0822463729,BW0822463728,BW0822463727,BW0822463726,BW0822463725,BW0822463724,BW0822463302,BW0822463301,BW0822463300,BW0822463293,BW0822463292,BW0822463291"
"MWS326661";32.0;"LW_22";"M77NR";1.0;393.0;40.0;"12.9TEMP22-ABOW";9754.0;34.0;"2019-01-29 08:30:893";"N";"Y";"N";"N";"N";"N";"Y";"BW0822459075,BW0822459074,BW0822459073,BW0822459072,BW0822459071,BW0822459070,BW0822459069,BW0822459068,BW0822459067,BW0822459066,BW0822459065,BW0822459064,BW0822459063,BW0822458491,BW0822458490,BW0822458489,BW0822458482,BW0822458481,BW0822458480"
"MWS326664";33.0;"LW_22";"M77QP";1.0;393.0;40.0;"12.9TEMP22-A";9753.0;33.0;"2019-01-28 18:14:915";"N";"N";"N";"N";"N";"N";"Y";"BW0822454427,BW0822454430,BW0822454429,BW0822454428,BW0822454426,BW0822454423,BW0822454425,BW0822454424,BW0822454419,BW0822454421,BW0822454420,BW0822454422,BW0822454418,BW0822453907,BW0822453906,BW0822453905,BW0822453898,BW0822453897,BW0822453896"
"MWS326699";34.0;"LW_22";"M76XC;M75XD";2.0;347.0;40.0;"12.9TEMP22-A";9752.0;32.0;"2019-01-28 04:32:910";"N";"N";"N";"N";"N";"N";"Y";"BW0822451581,BW0822451582,BW0822451576,BW0822451580,BW0822451579,BW0822451578,BW0822451577,BW0822451575,BW0822451574,BW0822451573,BW0822451570,BW0822451156,BW0822451155,BW0822451154,BW0822451124,BW0822451126,BW0822451127,BW0822451125,BW0822451123,BW0822451122,BW0822451120,BW0822451119,BW0822451118"
"MWS326516";35.0;"LW_22";"M76GT;M761A";2.0;379.0;40.0;"12.9TEMP22-A";9751.0;31.0;"2019-01-27 15:01:848";"N";"N";"N";"N";"N";"N";"Y";"BW0822447558,BW0822447559,BW0822447557,BW0822447556,BW0822447555,BW0822447554,BW0822447553,BW0822447552,BW0822447547,BW0822447211,BW0822447210,BW0822447209,BW0822447183,BW0822447184,BW0822447182,BW0822447178,BW0822447181,BW0822447180,BW0822447179,BW0822447177,BW0822447172,BW0822446919,BW0822446918,BW0822446917"
"MWS328342";1.0;"LW_37";"M77PE;M791A";2.0;316.0;44.0;"10.6V-B37-50KG";5153.0;40.0;"2019-02-17 19:04:275";"Y";"Y";"N";"N";"N";"N";"Y";"BW0822601977,BW0822601976,BW0822601975,BW0822601974,BW0822601973,BW0822601972,BW0822601971,BW0822601965,BW0822601690,BW0822601689,BW0822601688,BW0822601669,BW0822601668,BW0822601667,BW0822601666,BW0822601665,BW0822601664,BW0822601663,BW0822601662,BW0822601661,BW0822601660"
"MWS328366";2.0;"LW_37";"M79WK";1.0;393.0;44.0;"10.6V-B37-50KG";5152.0;39.0;"2019-02-17 06:05:935";"Y";"Y";"N";"N";"N";"N";"Y";"BW0822597557,BW0822597556,BW0822597555,BW0822597554,BW0822597553,BW0822597552,BW0822597551,BW0822597550,BW0822597549,BW0822597548,BW0822597547,BW0822597546,BW0822597545,BW0822597068,BW0822597067,BW0822597066,BW0822597059,BW0822597058,BW0822597057"
"MWS327279";3.0;"LW_37";"M794G";1.0;391.0;44.0;"10.6V-B37-50KG";5151.0;38.0;"2019-02-16 15:11:786";"Y";"N";"N";"N";"N";"N";"Y";"BW0822592711,BW0822592710,BW0822592709,BW0822592708,BW0822592707,BW0822592706,BW0822592705,BW0822592704,BW0822592703,BW0822592702,BW0822592701,BW0822592211,BW0822592210,BW0822592209,BW0822592202,BW0822592201,BW0822592200,BW0822592712,BW0822592713"
"MWS328114";4.0;"LW_37";"M77LT;M79EU";2.0;315.0;44.0;"10.6V-B37-50KG";5150.0;37.0;"2019-02-16 01:19:860";"Y";"N";"N";"N";"N";"N";"Y";"BW0822588084,BW0822588083,BW0822588082,BW0822588081,BW0822588080,BW0822588079,BW0822588078,BW0822588077,BW0822588072,BW0822587726,BW0822587725,BW0822587724,BW0822587699,BW0822587698,BW0822587697,BW0822587696,BW0822587695,BW0822587694,BW0822587693,BW0822587692,BW0822587691,BW0822587690"
"MWS327357";5.0;"LW_37";"M794R";1.0;393.0;44.0;"10.6V-B37-50KG";5149.0;36.0;"2019-02-15 13:10:481";"Y";"N";"N";"N";"N";"N";"Y";"BW0822584398,BW0822584397,BW0822584396,BW0822584395,BW0822584394,BW0822584393,BW0822584392,BW0822584391,BW0822584390,BW0822584389,BW0822584388,BW0822584387,BW0822584386,BW0822583832,BW0822583831,BW0822583830,BW0822583823,BW0822583822,BW0822583821"
"MWS328210";6.0;"LW_37";"M79KE;M79LE;M79KH";3.0;294.0;44.0;"10.6V-B37-50KG";5148.0;35.0;"2019-02-14 22:14:21";"Y";"N";"N";"N";"N";"N";"Y";"BW0822579705,BW0822579704,BW0822579703,BW0822579702,BW0822579701,BW0822579700,BW0822579698,BW0822579697,BW0822579696,BW0822579616,BW0822579615,BW0822579614,BW0822579613,BW0822579612,BW0822579611,BW0822579609,BW0822579608,BW0822579607,BW0822579449,BW0822579448,BW0822579447,BW0822579446,BW0822579445,BW0822579444,BW0822579442,BW0822579441,BW0822579440"
"MWS328155";7.0;"LW_37";"M779D;M79EL;M79ML";3.0;295.0;44.0;"10.6V-B37-50KG";5147.0;34.0;"2019-02-14 08:06:165";"Y";"N";"N";"N";"N";"N";"Y";"BW0822575354,BW0822575353,BW0822575352,BW0822575351,BW0822575350,BW0822575349,BW0822575347,BW0822575346,BW0822575345,BW0822575162,BW0822575161,BW0822575160,BW0822575159,BW0822575158,BW0822575157,BW0822575155,BW0822575154,BW0822575153,BW0822575076,BW0822575075,BW0822575074,BW0822575073,BW0822575072,BW0822575071,BW0822575069,BW0822575068,BW0822575067"
"MWS328154";8.0;"LW_37";"M79LW;M79AE;M79NQ";3.0;366.0;44.0;"10.6V-B37-50KG";5146.0;33.0;"2019-02-13 19:39:798";"Y";"Y";"N";"N";"Y";"N";"Y";"BW0822571800,BW0822571799,BW0822571798,BW0822571797,BW0822571796,BW0822571795,BW0822571793,BW0822571792,BW0822571791,BW0822571638,BW0822571637,BW0822571636,BW0822571635,BW0822571634,BW0822571633,BW0822571632,BW0822571631,BW0822571630,BW0822571629,BW0822571430,BW0822571429,BW0822571428,BW0822571427,BW0822571426,BW0822571425,BW0822571423,BW0822571422,BW0822571421"
